userid,timestamp,itemid,interactiontype,feature1,feature2,purchase
403,2025-11-26 00:48:43,item-34,click,69.56,40.15,1
726,2026-03-24 15:05:42,item-61,favorite,70.72,40.17,0
608,2025-05-01 19:27:08,item-72,click,20.65,40.19,0
628,2024-04-23 17:59:44,item-8,favorite,86.32,40.2,1
105,2025-09-16 03:54:18,item-91,view,83.35,40.22,0
608,2025-04-17 20:12:03,item-53,add-to-cart,93.45,40.22,0
156,2022-11-26 03:19:40,item-94,add-to-cart,73.51,40.23,0
87,2025-11-10 05:52:17,item-82,favorite,22.82,40.24,0
108,2024-12-28 23:08:29,item-59,add-to-cart,16.7,40.24,0
638,2026-07-01 19:21:09,item-63,view,7.25,40.24,0
103,2022-08-29 10:46:29,item-86,add-to-cart,22.39,40.26,0
146,2024-03-16 22:05:33,item-8,click,44.18,40.27,0
664,2026-04-15 03:11:12,item-80,view,54.56,40.27,0
19,2025-11-06 03:52:47,item-6,click,14.89,40.28,0
44,2026-03-30 21:59:33,item-12,purchase,14.44,40.28,1
811,2025-12-03 12:17:53,item-60,click,26.16,40.28,0
157,2025-02-27 20:57:10,item-96,favorite,35.02,40.31,0
653,2026-06-21 14:48:15,item-76,click,86.31,40.33,0
1,2024-04-26 13:28:14,item-34,favorite,18.25,40.34,0
303,2026-01-14 04:34:18,item-47,view,97.45,40.36,0
203,2026-01-03 14:33:25,item-42,purchase,31.37,40.37,1
335,2024-11-19 06:20:20,item-30,add-to-cart,99.91,40.37,0
925,2023-04-28 04:01:57,item-28,add-to-cart,42.7,40.37,0
552,2024-06-11 20:18:43,item-17,purchase,34.11,40.39,1
675,2026-03-05 12:31:35,item-83,click,4.26,40.39,0
841,2024-06-13 18:54:04,item-11,add-to-cart,20.24,40.4,0
947,2025-02-14 16:53:22,item-92,view,93.38,40.4,0
617,2024-05-20 02:31:33,item-89,purchase,85.71,40.41,1
875,2024-11-25 00:48:57,item-50,view,66.27,40.41,0
948,2022-03-08 01:49:36,item-27,purchase,34.25,40.42,1
951,2025-06-16 07:17:40,item-49,view,46.71,40.42,0
602,2021-12-28 01:22:37,item-66,click,75.78,40.43,0
899,2024-02-03 22:03:07,item-84,favorite,21.18,40.44,0
314,2022-11-11 07:02:04,item-39,add-to-cart,22.29,40.45,1
451,2024-10-10 09:45:29,item-87,favorite,55.39,40.45,0
825,2023-01-02 03:11:25,item-11,add-to-cart,64.12,40.45,0
164,2026-03-04 17:51:50,item-55,add-to-cart,13.63,40.46,0
219,2025-11-21 21:15:58,item-4,purchase,78.58,40.46,1
439,2022-06-02 06:15:50,item-35,favorite,94.83,40.46,0
86,2025-05-17 08:50:52,item-2,click,57.99,40.47,0
279,2026-05-30 00:47:32,item-19,purchase,5.82,40.47,1
428,2025-06-16 10:21:10,item-21,add-to-cart,1.24,40.47,0
677,2021-10-17 12:57:37,item-94,add-to-cart,3.75,40.47,0
2,2025-07-10 21:12:21,item-14,purchase,6.0,40.48,0
126,2025-07-30 02:41:08,item-50,purchase,66.62,40.49,1
299,2023-10-20 08:46:29,item-39,click,92.47,40.51,0
610,2025-01-21 07:05:39,item-87,purchase,41.35,40.52,1
268,2026-06-30 17:45:54,item-66,view,52.32,40.55,0
21,2023-09-28 16:22:40,item-47,add-to-cart,28.92,40.6,0
537,2025-10-02 05:01:07,item-57,purchase,53.3,40.6,1
210,2025-05-18 10:20:18,item-33,click,0.6,40.64,0
524,2022-07-26 12:35:39,item-44,click,39.66,40.64,0
869,2025-09-12 17:38:10,item-78,add-to-cart,86.59,40.64,1
60,2023-06-23 05:47:26,item-38,favorite,23.36,40.67,0
428,2022-01-26 18:20:05,item-75,click,36.83,40.67,0
981,2024-05-05 13:21:40,item-18,click,39.66,40.67,0
400,2022-10-22 15:11:04,item-45,purchase,88.76,40.68,0
865,2023-09-08 21:02:04,item-10,add-to-cart,55.57,40.68,0
747,2025-01-31 02:43:27,item-92,add-to-cart,40.82,40.7,0
769,2022-08-25 07:31:41,item-46,purchase,62.13,40.7,1
289,2024-08-16 04:55:49,item-65,click,2.4,40.71,0
707,2025-11-29 23:18:56,item-62,purchase,92.12,40.71,1
536,2026-02-17 22:54:49,item-2,add-to-cart,2.56,40.72,0
187,2025-08-11 11:27:17,item-6,add-to-cart,58.85,40.73,0
532,2025-04-27 06:44:41,item-60,add-to-cart,63.48,40.74,0
428,2024-11-24 10:44:42,item-46,favorite,68.11,40.75,0
549,2026-05-19 11:28:15,item-51,add-to-cart,43.82,40.75,0
686,2025-06-06 16:54:06,item-65,purchase,41.83,40.75,1
857,2025-11-22 20:15:14,item-79,add-to-cart,93.15,40.75,0
497,2025-08-16 21:42:26,item-93,favorite,10.8,40.77,0
936,2024-05-10 17:39:16,item-64,add-to-cart,36.37,40.8,0
334,2023-03-22 03:21:57,item-70,purchase,19.71,40.81,1
451,2025-05-27 16:14:59,item-24,click,20.81,40.81,0
634,2025-11-12 15:47:19,item-28,view,81.18,40.81,0
691,2025-07-01 03:57:14,item-34,favorite,23.97,40.82,0
991,2023-01-01 08:31:14,item-23,view,93.14,40.82,0
154,2024-09-11 06:29:00,item-27,favorite,89.06,40.83,0
792,2023-03-08 18:10:16,item-72,view,18.71,40.84,0
446,2024-11-17 01:30:14,item-92,view,10.92,40.85,0
555,2025-08-28 08:13:06,item-41,add-to-cart,28.22,40.85,0
297,2025-08-08 10:25:01,item-45,view,52.77,40.87,0
439,2021-12-22 03:53:39,item-68,view,23.11,40.87,0
698,2023-11-15 18:39:37,item-52,view,65.82,40.87,0
789,2025-07-22 22:47:37,item-21,add-to-cart,79.35,40.87,0
908,2025-03-04 10:32:40,item-15,view,6.89,40.88,1
269,2025-05-13 05:34:56,item-26,add-to-cart,0.59,40.9,0
391,2024-09-25 13:17:53,item-43,purchase,88.22,40.9,1
159,2024-04-20 17:43:21,item-58,click,81.96,40.91,0
235,2024-01-19 09:23:31,item-40,favorite,72.42,40.91,0
997,2026-06-27 03:33:45,item-37,view,45.55,40.92,0
104,2023-07-02 13:54:52,item-50,purchase,16.52,40.93,1
247,2024-10-01 21:05:52,item-90,add-to-cart,56.59,40.93,0
369,2025-09-02 02:03:27,item-82,view,52.41,40.93,0
864,2024-07-15 19:07:02,item-83,add-to-cart,92.78,40.93,0
134,2025-12-22 13:34:40,item-78,add-to-cart,67.43,40.94,0
276,2024-03-22 12:53:50,item-15,purchase,4.04,40.96,1
63,2025-08-31 01:21:59,item-45,favorite,66.94,40.97,0
848,2025-07-29 15:32:43,item-48,purchase,97.78,40.98,1
448,2024-10-09 11:45:01,item-97,add-to-cart,78.48,40.99,0
53,2026-01-14 01:50:31,item-40,click,46.91,41,0
994,2023-09-26 20:37:58,item-100,add-to-cart,59.0,41,0
235,2024-10-16 14:03:20,item-89,click,29.67,41.03,0
634,2024-12-30 02:34:32,item-9,favorite,44.16,41.03,0
692,2024-11-07 22:19:01,item-63,click,76.31,41.03,0
451,2026-06-21 07:40:05,item-68,view,69.9,41.05,0
709,2026-02-01 19:57:38,item-71,view,92.26,41.05,0
48,2024-04-02 23:38:04,item-28,view,5.35,41.06,0
368,2024-11-23 08:30:31,item-74,purchase,0.55,41.06,1
536,2026-01-25 21:57:47,item-67,purchase,23.64,41.1,1
759,2025-05-06 02:05:18,item-84,click,20.15,41.1,0
24,2025-02-05 04:25:57,item-71,purchase,29.77,41.11,1
607,2023-11-29 01:07:51,item-27,add-to-cart,26.34,41.11,0
979,2026-03-07 20:42:45,item-8,purchase,26.39,41.13,1
847,2023-09-14 12:09:25,item-47,click,44.15,41.14,0
924,2023-06-10 10:20:18,item-15,click,81.64,41.14,0
378,2025-04-25 01:32:38,item-41,add-to-cart,60.65,41.15,0
260,2025-04-21 18:18:04,item-9,view,86.65,41.16,0
840,2025-10-12 00:11:37,item-4,add-to-cart,13.75,41.17,0
60,2023-04-03 03:15:19,item-84,add-to-cart,85.66,41.18,0
604,2024-12-07 15:57:18,item-2,view,96.42,41.18,0
733,2024-01-15 05:03:05,item-32,purchase,30.22,41.18,0
456,2026-01-16 04:23:54,item-79,view,35.6,41.19,0
589,2026-04-01 00:41:07,item-36,view,87.9,41.2,0
921,2022-03-28 06:11:56,item-88,add-to-cart,69.94,41.2,0
814,2026-02-02 06:41:28,item-2,favorite,68.23,41.21,0
442,2025-08-04 00:07:59,item-45,favorite,61.56,41.22,0
212,2024-06-12 20:13:54,item-91,purchase,72.18,41.23,1
248,2021-05-17 11:16:04,item-99,view,46.33,41.23,0
343,2021-12-29 02:59:44,item-96,favorite,37.18,41.26,0
613,2023-03-13 05:42:47,item-18,purchase,20.84,41.26,0
771,2025-10-03 02:53:04,item-96,purchase,33.44,41.27,0
788,2026-03-02 13:45:50,item-33,favorite,98.01,41.28,0
299,2023-04-19 12:02:51,item-2,purchase,51.33,41.29,0
39,2024-12-20 23:04:52,item-10,view,82.56,41.3,0
986,2024-10-13 15:39:38,item-34,add-to-cart,68.64,41.31,0
888,2022-12-22 01:54:22,item-51,click,34.14,41.32,0
658,2024-09-16 14:51:09,item-38,purchase,65.79,41.33,1
872,2024-05-16 20:17:04,item-21,click,95.17,41.33,1
526,2024-07-04 10:20:39,item-67,click,5.81,41.34,0
926,2024-01-27 09:11:30,item-22,click,8.74,41.35,1
593,2021-02-07 09:12:54,item-33,add-to-cart,56.88,41.36,0
954,2025-09-30 14:54:19,item-8,add-to-cart,10.49,41.36,0
206,2026-02-25 12:32:29,item-32,add-to-cart,39.44,41.37,0
375,2024-09-02 11:10:34,item-62,favorite,2.73,41.37,0
59,2022-08-02 06:18:50,item-41,purchase,76.31,41.39,1
556,2023-10-07 01:34:28,item-36,add-to-cart,73.6,41.4,0
489,2025-03-08 10:45:50,item-2,click,37.31,41.41,0
970,2023-10-22 19:47:58,item-67,click,18.99,41.43,1
988,2025-08-24 08:40:06,item-13,click,8.02,41.43,0
39,2024-08-04 02:14:30,item-24,click,39.59,41.46,1
583,2023-12-23 07:04:26,item-85,view,18.33,41.46,0
426,2026-05-18 03:35:56,item-46,add-to-cart,4.71,41.47,0
878,2025-01-22 01:03:29,item-45,click,86.13,41.48,0
587,2022-02-15 15:47:32,item-76,purchase,52.42,41.49,1
26,2025-09-17 03:05:57,item-22,purchase,52.26,41.5,0
949,2023-12-29 20:14:41,item-54,purchase,10.28,41.51,1
928,2025-03-13 21:17:44,item-70,view,31.82,41.52,0
952,2025-01-06 18:25:13,item-97,favorite,40.42,41.54,0
323,2026-03-04 11:58:27,item-45,add-to-cart,72.64,41.55,0
357,2025-04-11 09:02:12,item-93,view,15.54,41.56,0
403,2023-11-02 05:29:37,item-34,purchase,54.13,41.57,1
356,2025-03-22 21:11:42,item-56,view,76.54,41.58,0
704,2021-02-03 11:22:29,item-77,view,17.02,41.59,0
804,2022-09-08 14:22:10,item-41,purchase,84.27,41.62,0
931,2023-02-22 22:25:38,item-92,view,19.89,41.62,0
2,2025-06-04 19:35:14,item-35,add-to-cart,58.66,41.63,0
956,2026-04-22 17:08:22,item-18,view,2.84,41.65,0
211,2025-08-12 04:59:53,item-84,add-to-cart,15.6,41.66,0
660,2025-11-08 13:32:06,item-87,view,84.17,41.66,0
118,2023-11-16 18:34:21,item-21,click,73.97,41.69,0
716,2023-08-07 20:19:25,item-57,view,31.51,41.69,0
797,2024-12-18 18:50:26,item-55,click,18.81,41.7,0
996,2025-12-24 19:03:03,item-71,purchase,3.04,41.71,0
7,2025-12-10 22:41:06,item-76,click,63.38,41.72,0
131,2026-06-01 18:52:36,item-29,add-to-cart,8.0,41.74,0
431,2024-10-17 01:31:46,item-79,click,32.11,41.74,1
435,2022-12-21 21:00:27,item-28,view,47.28,41.74,0
560,2024-07-12 05:41:49,item-87,click,17.48,41.75,1
883,2023-05-28 07:44:29,item-75,view,42.76,41.76,0
55,2024-03-22 09:32:41,item-8,favorite,96.86,41.78,0
424,2025-01-02 03:14:09,item-56,purchase,97.78,41.78,1
347,2022-06-26 09:14:08,item-99,favorite,76.15,41.79,0
552,2023-11-13 04:17:49,item-55,favorite,87.33,41.8,0
54,2026-03-20 02:49:11,item-76,purchase,98.8,41.83,0
58,2026-05-05 23:45:37,item-32,favorite,70.54,41.83,0
524,2022-01-01 06:31:19,item-10,favorite,83.43,41.83,0
80,2026-05-13 17:49:13,item-85,click,92.69,41.85,0
162,2024-02-25 10:54:24,item-29,add-to-cart,8.21,41.85,0
273,2023-11-15 04:45:41,item-6,view,17.75,41.86,0
758,2025-06-12 00:04:48,item-28,purchase,30.44,41.86,1
581,2025-03-29 04:34:35,item-46,favorite,82.29,41.88,0
532,2026-05-31 03:07:36,item-89,purchase,81.24,41.89,1
542,2025-05-11 18:54:14,item-41,add-to-cart,65.16,41.9,0
100,2025-01-07 20:35:36,item-19,purchase,3.54,41.91,1
185,2026-06-02 07:49:00,item-35,click,57.03,41.92,0
290,2023-06-30 09:34:37,item-75,purchase,2.68,41.92,1
307,2023-12-31 20:05:39,item-26,add-to-cart,24.3,41.93,0
332,2024-05-10 09:11:21,item-37,click,70.7,41.93,0
372,2026-05-07 14:47:21,item-92,click,93.49,41.96,0
853,2025-11-18 18:14:12,item-82,add-to-cart,29.31,41.96,0
119,2021-05-21 18:48:24,item-90,purchase,72.43,41.98,1
299,2025-07-19 08:04:20,item-65,add-to-cart,40.91,41.98,0
969,2022-09-27 07:26:45,item-89,click,63.34,41.98,0
134,2022-09-21 17:24:46,item-93,click,62.55,42.02,0
761,2025-03-31 10:56:29,item-93,add-to-cart,40.25,42.03,0
889,2026-01-16 18:29:20,item-92,click,81.49,42.03,0
103,2026-06-25 01:14:36,item-58,click,76.53,42.04,1
285,2024-10-30 19:11:11,item-96,favorite,99.0,42.05,0
359,2021-10-02 07:00:26,item-56,purchase,99.13,42.05,0
515,2026-04-29 09:39:28,item-84,favorite,13.19,42.09,0
61,2025-07-08 08:57:23,item-2,view,40.63,42.11,0
203,2025-04-14 22:51:47,item-100,favorite,62.72,42.11,0
597,2026-01-23 02:00:06,item-20,view,77.71,42.12,0
452,2026-04-02 20:48:53,item-86,click,83.85,42.13,0
458,2025-09-06 15:15:39,item-71,click,60.12,42.13,0
513,2025-06-14 23:29:05,item-3,view,87.23,42.13,0
674,2025-10-14 07:51:36,item-86,add-to-cart,63.83,42.14,0
568,2022-06-29 21:30:08,item-64,add-to-cart,92.14,42.15,0
437,2025-12-13 13:46:57,item-19,purchase,56.06,42.16,0
776,2024-12-22 13:40:41,item-77,favorite,31.7,42.18,0
784,2021-10-31 04:52:43,item-24,view,23.79,42.19,0
575,2025-01-24 08:44:44,item-29,favorite,21.14,42.2,0
606,2024-08-27 06:37:26,item-10,click,16.92,42.21,0
449,2023-02-04 20:19:34,item-95,click,8.35,42.22,0
464,2025-10-20 19:53:14,item-60,favorite,31.07,42.22,0
974,2024-12-25 00:32:57,item-75,purchase,21.19,42.23,0
607,2025-09-15 01:25:03,item-74,add-to-cart,64.76,42.26,0
997,2026-02-27 01:51:58,item-76,add-to-cart,60.75,42.26,0
164,2026-02-01 01:36:45,item-49,add-to-cart,35.8,42.27,0
188,2026-05-28 04:49:37,item-20,purchase,77.57,42.27,1
152,2026-01-29 13:13:49,item-50,view,15.78,42.28,0
164,2023-09-07 04:04:02,item-6,add-to-cart,94.65,42.28,0
3,2026-03-11 06:41:07,item-81,add-to-cart,37.01,42.3,0
227,2024-07-22 23:54:02,item-27,click,32.29,42.3,0
480,2026-01-17 21:02:02,item-94,add-to-cart,29.57,42.32,0
157,2025-06-24 17:55:39,item-51,add-to-cart,78.05,42.33,0
335,2024-12-24 02:17:36,item-68,favorite,41.98,42.33,0
5,2025-04-15 17:26:45,item-30,add-to-cart,13.71,42.34,0
404,2025-08-25 20:30:15,item-37,view,77.05,42.34,0
918,2024-02-16 10:21:30,item-93,favorite,99.94,42.38,0
724,2025-09-29 21:56:27,item-69,favorite,17.89,42.39,0
897,2024-06-21 14:47:40,item-84,add-to-cart,2.07,42.39,0
68,2021-05-14 23:05:54,item-13,favorite,26.99,42.4,0
83,2025-01-26 21:23:07,item-91,view,9.61,42.42,0
617,2025-02-12 00:11:38,item-58,purchase,0.54,42.42,0
627,2025-10-31 03:32:41,item-61,view,64.98,42.43,0
678,2025-04-28 17:34:11,item-98,view,52.73,42.43,0
858,2025-11-22 02:19:24,item-4,view,40.16,42.43,0
916,2021-09-25 01:45:12,item-60,favorite,29.33,42.43,1
105,2025-06-19 08:03:16,item-25,add-to-cart,10.53,42.44,1
301,2024-03-13 12:20:34,item-43,view,27.62,42.44,1
523,2026-06-20 05:56:15,item-35,add-to-cart,12.43,42.44,0
331,2023-01-14 11:11:51,item-88,purchase,1.25,42.47,1
396,2026-03-06 20:11:02,item-37,add-to-cart,61.68,42.49,0
443,2023-03-28 17:39:47,item-47,favorite,92.92,42.49,1
586,2025-06-29 22:09:49,item-25,view,71.11,42.49,0
468,2026-04-09 14:52:06,item-85,purchase,96.24,42.5,1
59,2025-02-17 04:14:30,item-98,view,67.23,42.51,0
265,2026-01-01 03:24:35,item-22,click,71.26,42.51,0
605,2025-08-01 00:21:33,item-49,purchase,68.03,42.51,1
552,2024-07-26 22:27:42,item-19,click,62.16,42.53,0
577,2025-03-26 05:39:31,item-47,favorite,40.3,42.54,0
24,2025-04-18 10:50:11,item-5,view,89.77,42.55,0
115,2023-10-22 18:18:09,item-13,add-to-cart,55.62,42.56,0
248,2021-01-31 03:09:40,item-45,add-to-cart,88.91,42.56,0
65,2023-05-25 19:27:28,item-19,favorite,89.41,42.57,0
832,2024-01-19 11:29:39,item-40,favorite,39.03,42.58,0
107,2023-07-12 01:37:48,item-83,view,34.28,42.6,0
351,2025-01-25 14:55:20,item-23,view,52.68,42.6,0
103,2023-08-20 01:13:56,item-87,add-to-cart,53.85,42.62,0
778,2026-06-30 19:22:36,item-37,view,44.06,42.62,0
111,2025-08-08 13:41:06,item-16,favorite,76.75,42.64,0
6,2024-09-17 08:22:06,item-44,view,81.14,42.65,0
772,2026-03-24 11:19:17,item-63,purchase,71.0,42.65,1
17,2024-12-23 01:37:46,item-87,purchase,78.65,42.66,1
876,2025-04-19 09:55:23,item-63,view,29.35,42.66,0
19,2024-11-05 15:12:35,item-42,add-to-cart,80.37,42.67,0
419,2025-08-02 03:00:23,item-79,purchase,34.49,42.67,1
369,2026-05-16 19:13:23,item-40,favorite,65.61,42.68,0
678,2026-05-07 14:36:50,item-35,view,49.72,42.69,0
556,2024-02-13 21:17:31,item-80,view,31.69,42.71,0
583,2026-02-22 15:56:17,item-16,view,98.0,42.72,0
794,2024-06-17 23:10:03,item-5,favorite,61.07,42.75,0
999,2022-02-06 12:16:05,item-60,view,52.04,42.75,0
259,2024-04-18 01:09:10,item-24,view,33.71,42.76,0
523,2023-02-26 16:08:16,item-65,favorite,81.65,42.76,0
199,2024-08-03 19:18:55,item-66,add-to-cart,65.09,42.77,0
292,2024-10-29 23:38:48,item-34,add-to-cart,87.77,42.77,0
322,2024-05-05 10:47:43,item-94,view,26.79,42.77,0
444,2024-06-19 21:46:05,item-24,favorite,70.19,42.78,0
692,2025-10-27 07:12:29,item-31,favorite,25.98,42.79,0
148,2025-02-19 04:31:09,item-63,favorite,61.2,42.8,0
370,2026-06-14 11:22:23,item-93,add-to-cart,41.84,42.8,0
2,2026-05-22 02:30:28,item-34,view,51.07,42.81,0
275,2025-09-27 01:49:45,item-17,purchase,48.54,42.84,0
788,2023-07-07 10:03:55,item-100,view,17.46,42.84,0
941,2024-05-18 22:01:20,item-9,add-to-cart,26.98,42.84,0
546,2025-03-01 06:50:19,item-97,purchase,19.93,42.85,1
736,2024-01-12 05:28:24,item-32,favorite,30.03,42.86,0
131,2025-03-23 14:56:43,item-64,purchase,87.65,42.87,1
402,2026-06-22 04:41:37,item-94,favorite,2.49,42.89,0
144,2026-06-10 16:39:15,item-9,add-to-cart,0.15,42.9,0
77,2025-04-18 04:53:02,item-70,click,11.95,42.91,0
672,2026-06-28 00:12:30,item-64,add-to-cart,57.5,42.91,0
452,2026-03-10 17:08:32,item-70,click,38.78,42.92,0
528,2025-04-24 11:23:52,item-77,favorite,76.45,42.94,0
92,2026-03-16 17:30:45,item-60,view,59.65,42.95,0
106,2026-01-27 06:24:55,item-20,add-to-cart,54.52,42.95,0
255,2024-12-10 03:48:32,item-88,favorite,32.68,42.95,0
12,2023-10-18 15:31:22,item-52,favorite,11.07,42.96,0
36,2023-10-08 00:45:30,item-15,click,45.88,42.97,0
552,2023-05-24 07:23:48,item-87,favorite,92.28,42.97,0
729,2024-06-16 23:12:38,item-97,add-to-cart,32.56,42.98,0
306,2024-12-26 00:21:30,item-76,purchase,4.39,42.99,0
885,2025-10-26 12:05:57,item-37,view,69.03,42.99,0
274,2024-08-01 17:58:51,item-90,add-to-cart,79.5,43.01,1
232,2024-06-13 04:18:13,item-50,click,41.45,43.02,1
854,2024-05-15 23:56:49,item-30,add-to-cart,17.44,43.03,0
382,2026-05-03 01:06:37,item-80,view,12.75,43.04,0
292,2025-10-12 14:28:38,item-13,favorite,52.2,43.05,1
333,2026-03-01 00:04:20,item-67,add-to-cart,42.95,43.06,0
509,2025-01-15 14:45:18,item-35,favorite,24.26,43.06,0
36,2025-04-14 18:48:48,item-57,view,25.39,43.07,0
815,2025-06-13 20:24:19,item-59,click,7.11,43.07,0
98,2025-02-17 04:30:13,item-23,favorite,45.7,43.09,0
153,2024-10-13 10:41:23,item-35,view,87.62,43.09,0
590,2025-04-14 02:53:30,item-83,view,92.82,43.09,0
177,2025-04-29 19:44:59,item-36,purchase,57.24,43.1,1
649,2021-09-19 23:35:34,item-75,click,46.33,43.1,0
142,2024-07-14 01:37:12,item-27,view,69.84,43.13,0
64,2022-12-23 09:26:06,item-85,add-to-cart,44.8,43.15,0
386,2025-03-06 18:36:46,item-79,purchase,8.66,43.16,1
76,2026-02-25 13:37:56,item-70,add-to-cart,24.48,43.17,1
161,2022-11-23 02:00:06,item-21,add-to-cart,79.69,43.17,0
240,2022-03-26 11:30:38,item-12,add-to-cart,89.53,43.18,0
495,2023-09-22 03:07:40,item-78,favorite,57.71,43.19,0
633,2023-06-27 13:46:10,item-27,view,78.8,43.21,0
774,2024-10-30 08:33:32,item-77,favorite,11.66,43.21,0
244,2022-12-20 18:56:32,item-77,view,60.18,43.22,0
667,2025-04-15 06:05:58,item-51,add-to-cart,48.08,43.22,0
269,2025-12-29 04:24:48,item-43,favorite,15.39,43.24,0
754,2022-07-27 02:45:31,item-36,click,85.29,43.24,1
254,2023-09-18 19:48:35,item-35,purchase,61.88,43.26,1
417,2026-04-19 11:56:03,item-58,add-to-cart,65.42,43.26,0
419,2026-04-15 13:42:08,item-65,favorite,45.68,43.26,0
785,2023-11-08 15:33:52,item-61,add-to-cart,5.15,43.26,1
376,2025-02-16 10:36:12,item-81,favorite,29.33,43.3,0
521,2025-08-17 15:26:11,item-78,view,97.64,43.3,0
340,2025-01-24 09:45:09,item-81,purchase,37.69,43.31,1
135,2023-08-25 06:59:49,item-40,add-to-cart,46.9,43.33,1
231,2023-09-04 18:50:07,item-65,view,15.21,43.37,0
145,2025-08-05 02:20:31,item-53,purchase,92.04,43.38,1
319,2025-07-02 06:26:34,item-40,favorite,23.06,43.38,0
46,2026-05-18 00:59:50,item-60,view,59.86,43.39,0
348,2023-05-17 03:07:12,item-51,view,86.32,43.39,0
4,2020-11-30 11:00:33,item-92,purchase,98.31,43.4,1
760,2025-09-11 06:12:05,item-32,favorite,70.2,43.4,0
203,2025-05-28 08:21:32,item-84,add-to-cart,38.29,43.45,0
253,2025-10-13 13:53:46,item-43,favorite,18.99,43.45,0
815,2025-10-01 04:36:08,item-34,add-to-cart,23.44,43.46,0
278,2025-06-28 22:00:59,item-48,view,67.11,43.47,0
159,2026-03-09 11:59:25,item-74,view,80.79,43.48,0
927,2023-05-12 01:27:03,item-3,view,68.58,43.48,0
664,2025-07-24 06:48:24,item-80,click,29.55,43.49,0
522,2026-06-04 18:15:48,item-19,purchase,17.74,43.5,1
193,2026-04-18 01:30:50,item-72,view,83.61,43.51,0
446,2024-12-13 00:45:55,item-27,add-to-cart,21.02,43.52,0
486,2025-11-27 03:08:15,item-71,add-to-cart,39.41,43.55,0
196,2020-12-24 22:16:07,item-82,add-to-cart,61.08,43.56,0
228,2025-11-13 14:41:21,item-72,click,89.97,43.56,0
208,2024-03-06 18:01:48,item-2,click,60.96,43.58,0
563,2024-12-10 12:30:25,item-42,favorite,95.57,43.58,0
418,2024-04-29 02:26:31,item-57,purchase,74.87,43.59,1
653,2021-08-11 17:46:57,item-7,purchase,51.01,43.59,1
434,2025-11-30 22:53:11,item-32,click,90.92,43.61,1
684,2024-04-02 13:04:09,item-81,click,9.12,43.61,0
21,2025-05-06 20:59:54,item-45,view,16.16,43.62,0
290,2023-04-03 03:40:27,item-51,favorite,84.41,43.62,0
583,2025-01-13 22:47:06,item-54,click,61.4,43.63,0
731,2021-07-31 20:15:44,item-56,view,14.12,43.63,0
808,2025-08-08 14:10:57,item-77,purchase,7.33,43.63,1
177,2021-08-25 09:37:54,item-15,view,63.75,43.64,0
856,2026-06-14 09:56:16,item-2,purchase,29.49,43.64,1
56,2026-05-11 23:09:14,item-27,favorite,56.77,43.65,0
328,2022-07-15 04:27:09,item-49,click,28.37,43.65,0
142,2025-08-05 00:33:15,item-95,purchase,4.76,43.66,1
650,2025-04-24 03:24:28,item-30,add-to-cart,92.94,43.66,0
670,2023-01-25 20:22:50,item-70,add-to-cart,0.23,43.67,0
457,2021-02-20 00:53:55,item-53,favorite,94.88,43.68,0
811,2023-08-18 07:11:05,item-1,favorite,58.68,43.68,0
95,2024-04-17 06:24:03,item-37,favorite,57.0,43.7,0
586,2023-08-31 04:15:33,item-74,favorite,17.74,43.7,0
903,2022-08-13 17:50:42,item-18,add-to-cart,94.15,43.7,0
732,2024-11-12 17:38:29,item-37,favorite,19.99,43.71,0
151,2023-01-06 06:39:19,item-65,favorite,21.71,43.72,0
34,2022-11-30 16:42:00,item-79,purchase,75.22,43.73,1
907,2025-07-17 06:16:44,item-87,view,96.65,43.74,0
560,2025-01-11 09:25:36,item-13,favorite,94.67,43.75,0
713,2026-02-12 21:38:57,item-83,favorite,80.68,43.78,0
974,2022-11-12 23:32:38,item-62,view,0.13,43.78,0
945,2024-04-01 09:20:32,item-2,add-to-cart,10.98,43.8,0
228,2026-02-10 23:36:51,item-74,purchase,36.97,43.81,1
250,2022-12-25 05:33:31,item-95,add-to-cart,90.2,43.82,0
160,2025-05-01 20:12:55,item-80,click,17.66,43.83,0
177,2025-02-17 19:50:36,item-89,view,78.94,43.84,0
992,2025-10-27 10:53:09,item-1,view,61.12,43.86,0
9,2025-01-07 19:08:21,item-32,add-to-cart,70.76,43.87,0
518,2026-06-27 09:57:20,item-89,view,30.37,43.88,0
527,2026-01-06 15:13:42,item-98,view,93.51,43.88,0
687,2025-12-04 15:48:07,item-56,click,12.55,43.89,0
696,2025-04-06 01:25:42,item-72,purchase,97.37,43.89,0
673,2021-04-17 08:35:02,item-44,favorite,46.2,43.91,0
113,2025-12-17 13:59:39,item-84,favorite,19.56,43.92,0
720,2023-02-07 00:10:47,item-3,favorite,11.57,43.93,0
953,2024-09-01 00:58:05,item-57,click,96.41,43.93,0
12,2022-09-25 16:28:48,item-98,view,76.15,43.94,0
284,2026-01-15 19:13:39,item-79,view,53.84,43.95,0
800,2021-11-03 23:53:58,item-18,purchase,56.11,43.96,1
328,2025-04-04 11:11:24,item-91,click,49.3,43.97,0
637,2021-12-13 12:59:04,item-62,add-to-cart,34.54,43.98,0
278,2026-02-06 20:14:12,item-79,add-to-cart,61.55,43.99,0
817,2025-09-07 22:36:48,item-87,favorite,6.96,43.99,0
258,2021-02-09 06:18:36,item-88,view,73.4,44.02,0
516,2024-10-11 09:52:36,item-17,view,98.42,44.04,0
